$threshold_{class}$,$threshold_{drift}$,Liczba cech,$X_{train}$ $BAC$,$X_{test}$ $BAC$
0.0,1.2,5355,0.9497,0.5348
0.0,0.2,1438,0.7042,0.4133
0.0,0.4,2975,0.8908,0.5367
0.0,0.8,4770,0.9280,0.5063
0.5,0.6,1177,0.9424,0.5801
0.5,0.8,1788,0.9393,0.5995
1.0,0.8,488,0.7624,0.5278
1.0,1.2,1063,0.8102,0.4577
1.5,0.8,28,0.3578,0.1702
1.5,1.2,486,0.7341,0.2901
