rows percentage,train score,test score
0.5,0.99487192436844785,0.7248529639685969
0.34,0.99446681510522217,0.7257116977927855
0.25,0.99497811011527482,0.7273082701990022
0.1,0.99479167808385072,0.7317372366619258
