rows percentage,train score,test score
0.5,0.95408732361888637,0.5448838374888675
0.34,0.94110699802275433,0.5302454556117364
0.25,0.94739891351536032,0.5274382865034466
0.1,0.95066237187955194,0.5072738474506051
